,t0_F1E_2,t0_F1E_3,t0_F1E_4,t0_F1C_2,t0_F1C_3,t0_F1C_4,LPS_F1E_1,LPS_F1E_2,LPS_F1E_3,LPS_F1C_1,LPS_F1C_2,LPS_F1C_4
VPS72,233.4946588,252.3727414,328.9800239,223.6326285,204.1952656,233.6518922,261.7890151,224.9911454,206.3991249,214.2946553,227.9603264,263.6633469
MFSD12,19.2289719,12.01774959,0,7.695859684,6.870121087,10.42109378,9.375364176,15.69705665,7.644412033,8.891894412,17.53540972,9.09183955
DHODH,52.19292374,60.08874795,51.00465487,47.98594862,43.51076688,37.29654618,43.99209344,57.5558744,43.31833485,40.90271429,41.25978757,36.3673582
IST1,280.1935906,302.1605611,385.0851442,259.8484387,273.2781499,295.6299763,302.1751992,333.1264245,285.3913826,334.3352299,307.3854174,315.1837711
OAZ1,7131.20158,6233.778395,5567.158079,5244.049328,5171.674485,5738.183325,5312.225578,5262.002214,4836.36468,5221.320398,5874.362256,5664.216039
HNRNPR,442.2663538,432.6389853,392.7358425,416.9345158,458.0080724,465.10987,430.5455702,340.1028942,392.413151,407.248764,465.2041049,444.4899335
ENSGALG00000000816,4.120493979,1.71682137,0,3.168883399,1.908366968,1.096957241,3.605909298,0,0,8.891894412,3.094484068,4.040817578
ZNF821,97.51835751,139.062531,122.4111717,98.688083,108.7769172,93.24136544,90.14773246,104.6470444,77.718189,101.3675963,93.86601673,101.0204394
ENSGALG00000000824,1.373497993,5.15046411,0,2.716185771,1.908366968,0.54847862,2.163545579,6.976469624,0,0.889189441,4.125978757,2.020408789
EMSY,2.746995986,3.43364274,0,0,2.290040362,0.54847862,1.442363719,3.488234812,1.274068672,0.889189441,3.094484068,0
RFX5,1.373497993,6.86728548,2.550232743,2.263488142,4.580080724,3.839350342,3.605909298,5.232352218,5.096274689,3.556757765,0,3.030613183
DOT1L,72.79539363,65.23921206,51.00465487,84.65445652,54.96096869,58.13873375,75.72409527,73.25293105,71.34784564,79.13786026,72.20462826,90.9183955
UVRAG,4.120493979,18.88503507,2.550232743,6.790464427,9.541834842,9.324136544,7.211818597,17.44117406,11.46661805,12.44865218,11.34644158,20.20408789
GARNL3,50.81942574,46.35417699,25.50232743,56.58720356,45.80080724,68.01134891,43.27091158,36.62646553,52.23681556,64.02163976,51.57473447,51.52042411
AP1G1,155.2052732,80.69060439,61.20558584,164.7819368,118.7004254,151.3800992,150.0058268,148.2499795,147.791966,131.6000373,134.0943096,111.1224834
SLC2A8,96.14485951,116.7438532,73.95674956,98.688083,77.86137231,88.85353648,103.1290059,76.74116586,104.4736311,93.36489132,66.01566012,96.97962186
ZMPSTE24,85.15687557,49.78781973,40.80372389,112.7217095,110.6852842,87.20810062,98.08073292,43.60293515,63.70343361,86.25137579,84.58256453,97.98982626
EIF2D,134.6028033,94.42517535,132.6121027,129.0188241,119.4637722,109.6957241,137.0245533,160.4588014,137.5994166,97.81083853,104.1809636,108.0918702
NMT1,145.5907873,142.4961737,183.6167575,165.2346344,182.4398822,160.1557571,181.0166468,200.5735017,160.5326527,161.8324783,187.7320335,168.7041339
RLF,2.746995986,0,2.550232743,5.432371542,5.725100905,2.742393101,3.605909298,1.744117406,3.822206017,2.667568323,2.062989379,6.061226366
DYRK3,8.240987958,12.01774959,2.550232743,4.526976285,9.541834842,7.130222063,7.933000457,5.232352218,5.096274689,6.224326088,6.188968136,3.030613183
FBXW2,48.07242976,54.93828384,25.50232743,54.77641304,53.43427512,57.59025513,68.51227667,43.60293515,42.04426618,61.35407144,48.4802504,68.69389882
ENSGALG00000000866,120.8678234,108.1597463,163.2148956,83.74906127,123.2805062,115.1805103,73.56054969,136.0411577,43.31833485,72.91353417,92.83452204,94.95921307
RNF121,9.614485951,13.73457096,5.100465487,7.243162055,8.778488055,10.96957241,11.53890975,0,7.644412033,9.781083853,5.157473447,14.14286152
DCAKD,19.2289719,36.05324877,25.50232743,20.82409091,27.86215774,21.39066619,28.12609253,29.6499959,48.41460954,14.22703106,21.66138848,34.34694941
PHLPP2,0,10.30092822,2.550232743,1.358092885,3.05338715,1.645435861,0,0,1.274068672,0.889189441,2.062989379,1.010204394
GPATCH3,6.867489965,10.30092822,20.40186195,9.959347826,8.015141268,8.227179304,7.933000457,20.92940887,5.096274689,5.335136647,16.50391503,17.1734747
MAPKAPK2,17.85547391,5.15046411,5.100465487,6.337766798,13.35856878,6.581743443,14.42363719,17.44117406,8.918480705,17.78378882,11.34644158,15.15306592
CXXC5,30.21695585,58.37192658,48.45442212,46.62785573,48.85419439,68.01134891,52.64627576,34.88234812,67.52563963,56.90812423,39.1967982,51.52042411
NSUN5,17.85547391,37.77007014,33.15302566,27.16185771,30.1521981,32.90871722,41.107366,36.62646553,17.83696141,25.78649379,36.10231413,24.24490547
APCDD1,86.53037356,94.42517535,84.15768053,131.2823123,138.5474419,119.0198606,69.23345853,59.2999918,58.60715892,41.79190373,80.45658577,71.724512
NUDC,395.567422,405.1698433,663.0605133,455.8665119,453.0463183,494.7277155,460.8352083,531.9558088,428.0870739,452.5974255,415.6923598,486.9185181
TERF2IP,23.34946588,29.18596329,20.40186195,32.59422925,30.5338715,26.32697377,27.40491067,19.18529147,38.22206017,40.01352485,29.91334599,35.3571538
PSMB4,1218.29272,1390.62531,1563.292672,1226.357875,1276.315829,1310.315424,1387.553898,1212.161597,1077.862097,1065.24895,1096.478855,1210.224864
ENSGALG00000000906,8.240987958,1.71682137,2.550232743,0.452697628,0.763346787,0,1.442363719,1.744117406,1.274068672,2.667568323,0,2.020408789
KARS,512.3147514,571.7015162,660.5102805,658.2223518,611.4407767,751.4157098,707.4794044,669.7410839,671.4341902,684.6758697,497.1804403,652.5920388
ADAT1,12.36148194,5.15046411,0,8.601254941,6.106774299,3.290871722,9.375364176,1.744117406,10.19254938,6.224326088,6.188968136,11.11224834
GFAP,4.120493979,10.30092822,10.20093097,8.148557312,12.59522199,8.227179304,5.048273018,13.95293925,11.46661805,9.781083853,11.34644158,52.53062851
ENSGALG00000000918,56.31341772,34.3364274,76.5069823,75.60050395,41.22072652,42.23285376,52.64627576,66.27646143,50.96274689,42.68109318,43.32277695,42.42858457
PIGR,0,1.71682137,0,0.905395257,1.145020181,0,1.442363719,0,1.274068672,0,3.094484068,1.010204394
ANGPTL2,2.746995986,0,2.550232743,5.88506917,4.961754118,3.290871722,6.490636737,0,2.548137344,2.667568323,1.031494689,3.030613183
ZBTB43,4.120493979,0,2.550232743,3.621581028,1.908366968,2.193914481,3.605909298,5.232352218,2.548137344,0.889189441,1.031494689,3.030613183
SUPT4H1,453.2543377,473.8426981,507.4963159,376.1917293,385.871801,478.8218355,359.869748,554.6293351,408.9760438,374.3487547,422.9128226,427.3164588
PFDN1,781.5203581,933.9508253,1040.494959,677.2356522,730.5228755,852.3357759,639.6883095,868.5704682,882.9295898,603.7596305,657.0621171,913.2247725
HBEGF,0,0,7.65069823,1.358092885,2.290040362,1.096957241,4.327091158,1.744117406,0,10.67027329,5.157473447,3.030613183
MVB12B,163.4462612,254.0895628,270.3246708,166.5927273,214.5004473,204.5825254,191.1131928,191.8529147,137.5994166,193.8432982,177.4170866,184.8674042
TMEM222,70.04839765,46.35417699,107.1097752,52.5129249,61.06774299,66.36591305,40.38618414,69.76469624,70.07377697,30.232441,71.17313357,66.67349003
PBX3,122.2413214,132.1952455,86.70791327,95.06650198,119.8454456,109.6957241,115.3890975,104.6470444,77.718189,104.0351646,125.8423521,83.84696474
C1orf174,63.18090768,49.78781973,73.95674956,55.6818083,54.1976219,52.65394754,51.20391204,52.32352218,73.89598299,52.46217703,51.57473447,62.63267245
MAPKAP1,1.373497993,3.43364274,0,2.716185771,2.671713756,1.645435861,2.163545579,3.488234812,2.548137344,0,2.062989379,2.020408789
CEP104,5.493991972,8.58410685,5.100465487,14.93902174,14.88526235,14.26044413,12.98127347,6.976469624,7.644412033,8.891894412,8.251957515,10.10204394
ENSGALG00000000980,92.02436554,123.6111386,96.90884424,130.8296146,100.7617759,106.4048523,98.80191478,104.6470444,103.1995624,128.0432795,118.6218893,106.0714614
EFTUD2,138.7232973,169.9653156,196.3679212,123.1337549,134.3490346,162.3496716,150.0058268,158.7146839,133.7772106,134.2676056,153.6927087,133.3469801
SRSF6,234.8681568,224.9035995,206.5688522,284.7468083,285.4916985,246.2669005,260.3466513,259.8734935,289.2135886,287.2081895,264.0626405,232.3470107
TAF12,189.542723,171.682137,206.5688522,193.754585,162.9745391,189.7736026,195.440284,132.5529229,187.2880948,174.2811305,202.1729591,246.4898722
GAPVD1,166.1932572,209.4522071,186.1669903,209.599002,180.9131886,196.3553461,186.7861017,261.6176109,206.3991249,235.6352019,234.1492945,218.2041492
ENSGALG00000000996,141.4702933,103.0092822,135.1623354,158.8968676,208.0119996,123.9561682,146.3999175,129.064688,131.2290732,174.2811305,157.8186875,127.2857537
GJC1,20.6024699,39.48689151,30.60279292,31.68883399,33.20558525,34.00567446,28.12609253,40.11470034,26.75544212,32.90000932,33.00783006,47.47960654
MTFR1L,76.91588761,85.8410685,63.75581858,80.12748024,60.3043962,57.04177651,85.8206413,71.50881365,75.17005166,76.47029194,71.17313357,95.96941747
ENSGALG00000001000,406.5554059,468.692234,262.6739726,412.8602372,432.4359551,514.4729458,440.6421163,579.0469788,540.205117,641.1055871,950.0066089,707.1430761
SEPN1,2.746995986,3.43364274,0,2.263488142,1.145020181,3.839350342,4.327091158,1.744117406,5.096274689,0.889189441,0,1.010204394
PPP6C,146.9642853,202.5849217,193.8176885,152.1064032,140.4558089,145.895313,152.8905543,186.6205624,146.5178973,122.7081429,188.7635282,160.6224987
ARPC5L,5.493991972,5.15046411,0,0.905395257,0.381673394,2.742393101,2.884727439,1.744117406,2.548137344,1.778378882,0,0
WRAP73,20.6024699,8.58410685,2.550232743,18.56060277,16.03028254,11.51805103,10.8177279,17.44117406,7.644412033,20.45135715,13.40943096,13.13265713
CCDC43,131.8558073,142.4961737,211.6693177,158.8968676,177.4781281,185.3857736,154.332918,197.0852669,107.0217685,183.1730249,172.2596131,169.7143383
TPRG1L,712.8454584,721.0649754,673.2614442,686.7423024,699.989004,669.1439167,581.2725789,718.5763713,630.6639927,576.1947579,689.0384525,635.4185641
GOLGA1,2.746995986,1.71682137,7.65069823,9.959347826,9.160161449,7.678700684,7.933000457,12.20882184,15.28882407,18.67297826,12.37793627,6.061226366
AAR2,163.4462612,173.3989584,76.5069823,134.4511957,141.6008291,127.2470399,143.5151901,102.902927,149.0660346,129.8216584,129.9683309,156.5816811
ELAC2,39.8314418,48.07099836,66.30605133,34.85771739,45.03746046,49.91155444,54.08863948,68.02057883,47.14054087,39.12433541,46.41726102,34.34694941
SCAI,0,1.71682137,2.550232743,1.358092885,1.908366968,2.193914481,0.72118186,0,0,0.889189441,5.157473447,3.030613183
MAN1C1,2.746995986,0,0,4.074278656,5.343427512,8.227179304,3.605909298,6.976469624,3.822206017,3.556757765,1.031494689,8.081635155
MTMR4,2.746995986,0,0,0,0.381673394,1.645435861,0.72118186,0,3.822206017,1.778378882,0,0
REXO1,96.14485951,111.5933891,114.7604734,124.9445455,139.6924621,130.5379116,144.9575538,106.3911618,115.9402492,145.8270683,137.1887937,116.1735054
DLGAP4,288.4345785,247.2222773,313.6786274,303.3074111,297.3235737,255.0425584,269.0008337,287.779372,263.7322151,282.7622423,313.5743856,348.5205161
ENSGALG00000001049,38.45794381,48.07099836,22.95209469,24.44567194,22.51873023,31.81175997,39.66500228,45.34705256,50.96274689,27.56487268,57.7637026,35.3571538
ENSGALG00000001054,432.6518678,473.8426981,497.2953849,436.8532115,379.3833533,445.3646396,455.0657535,481.3764041,388.590945,404.5811957,406.4089076,455.6021819
ENSGALG00000001055,567.2546711,169.9653156,96.90884424,976.4687846,383.5817607,455.2372548,570.454851,223.247028,637.0343361,678.4515436,372.3695829,302.0511139
ABHD11,49.44592775,61.80556932,48.45442212,66.99924901,42.3657467,80.62635718,52.64627576,48.83528737,48.41460954,55.12974535,78.39359639,56.57144609
GGT7,0,1.71682137,2.550232743,0.905395257,0.381673394,0,2.884727439,1.744117406,0,0.889189441,2.062989379,1.010204394
TMEM57,177.1812411,154.5139233,137.7125681,196.9234684,212.2104069,171.1253295,174.52601,155.2264491,198.7547129,218.7406025,183.6060547,304.0715227
LIMK1,71.42189564,99.57563946,163.2148956,116.7959881,94.65500164,108.0502882,108.177279,102.902927,90.45887572,109.3703013,102.1179742,113.1428922
NR5A1,10.98798394,13.73457096,25.50232743,11.31744071,17.17530272,18.09979447,5.048273018,19.18529147,22.9332361,34.6783882,12.37793627,26.26531425
C1orf116,2.746995986,5.15046411,5.100465487,2.263488142,5.725100905,3.839350342,12.98127347,15.69705665,7.644412033,9.781083853,9.283452204,6.061226366
TCF3,24.72296388,68.6728548,68.85628407,44.36436759,59.54104942,27.97240963,37.5014567,52.32352218,61.15529626,39.12433541,59.82669198,25.25510986
ADGRD2,5.493991972,6.86728548,0,2.716185771,2.290040362,3.839350342,5.769454877,15.69705665,20.38509875,6.224326088,9.283452204,11.11224834
ENSGALG00000001096,1488.871824,1280.748742,1379.675914,1613.414348,1266.773994,1526.416,1343.561805,1374.364516,1386.186715,1322.224699,1024.274227,1267.806515
ENSGALG00000001099,131.8558073,135.6288882,237.1716451,153.0117984,154.1960511,134.377262,137.7457352,155.2264491,164.3548587,136.9351739,142.3462671,178.8061778
MBD3,104.3858475,99.57563946,86.70791327,77.41129447,101.9067961,82.27179304,76.44527713,122.0882184,68.7997083,93.36489132,95.92900611,82.83676034
cpsmb7,776.0263661,702.1799403,805.8735469,665.4655138,569.8383768,654.8834726,660.6025835,798.8057719,778.4559587,681.1191119,645.7156755,619.2552938
ENSGALG00000001107,10.98798394,8.58410685,12.75116372,23.08757905,24.4270972,20.29370895,23.07781951,27.9058785,19.11103008,22.22973603,33.00783006,21.21429228
GTSF1,189.542723,127.0447814,204.0186195,255.7741601,188.5466565,231.4579777,252.4136509,198.8293843,191.1103008,169.8351833,142.3462671,278.8164129
PFKFB2,173.0607471,175.1157797,234.6214124,190.5857016,173.6613941,199.6462178,193.2767384,167.435271,179.6436828,206.2919503,208.3619273,194.9694481
NEK6,135.9763013,212.8858499,265.2242053,162.9711462,203.0502454,183.1918592,172.3624645,261.6176109,194.9325068,208.9595187,203.2044538,242.4490547
SH3GL1,0,6.86728548,2.550232743,3.621581028,4.198407331,1.645435861,7.933000457,5.232352218,6.370343361,2.667568323,10.31494689,4.040817578
CALN1,5.493991972,1.71682137,5.100465487,6.790464427,4.580080724,4.387828962,4.327091158,0,5.096274689,1.778378882,5.157473447,5.051021972
LHX2,16.48197592,18.88503507,7.65069823,10.86474308,17.9386495,15.90587999,21.63545579,20.92940887,8.918480705,23.11892547,21.66138848,26.26531425
CHAF1A,21.97596789,20.60185644,33.15302566,30.33074111,41.22072652,32.90871722,25.24136509,38.37058293,21.65916743,33.78919876,30.94484068,31.31633623
GALNT17,8.240987958,3.43364274,5.100465487,2.716185771,2.290040362,6.033264823,0.72118186,3.488234812,1.274068672,2.667568323,4.125978757,4.040817578
ENSGALG00000001136,5.493991972,0,0,2.263488142,1.145020181,2.193914481,4.327091158,1.744117406,1.274068672,1.778378882,0,5.051021972
HES5,16.48197592,10.30092822,25.50232743,8.601254941,9.160161449,12.61500827,10.8177279,12.20882184,7.644412033,7.113515529,9.283452204,5.051021972
ETS1,12.36148194,12.01774959,22.95209469,19.0133004,11.45020181,11.51805103,22.35663765,33.13823071,24.20730477,45.3486615,42.29128226,22.22449668
ZNF346,157.9522692,157.947566,191.2674557,143.5051482,145.417563,159.0587999,142.0728264,183.1323276,137.5994166,155.6081522,136.157299,175.7755646
UBXN6,74.16889163,68.6728548,63.75581858,81.03287549,71.37292462,76.78700684,73.56054969,62.78822662,78.99225768,78.24867082,68.0786495,85.86737352
ADGRG5,6.867489965,1.71682137,7.65069823,3.168883399,3.05338715,6.033264823,1.442363719,3.488234812,2.548137344,0,2.062989379,2.020408789
AUTS2,5.493991972,1.71682137,2.550232743,4.979673913,4.580080724,1.645435861,0,5.232352218,5.096274689,8.00270497,9.283452204,5.051021972
DENND1A,8.240987958,1.71682137,15.30139646,4.526976285,4.961754118,2.193914481,4.327091158,10.46470444,5.096274689,3.556757765,13.40943096,4.040817578
DOK4,43.95193578,60.08874795,68.85628407,44.36436759,42.74742009,40.03893928,52.64627576,68.02057883,30.57764813,35.56757765,44.35427164,29.29592744
FLI1,23.34946588,12.01774959,12.75116372,25.80376482,17.17530272,23.58458067,20.91427393,20.92940887,19.11103008,25.78649379,28.8818513,23.23470107
NDEL1,245.8561408,417.1875929,334.0804894,233.5919763,308.0104287,273.1423529,237.2688318,319.1734853,244.6211851,247.1946646,266.1256299,266.6939601
PANK4,60.43391169,63.52239069,53.55488761,47.53325099,75.57133195,52.65394754,54.80982134,61.04410921,39.49612884,72.02434473,63.95267074,56.57144609
POLR2C,197.783711,329.629703,385.0851442,221.8218379,211.0653867,242.9760288,235.1052863,298.2440764,275.1988332,256.9757485,249.6217148,254.5715074
ENSGALG00000001172,134.6028033,140.7793523,122.4111717,109.1001285,170.608007,134.377262,97.35955106,111.623514,155.436378,124.4865218,115.5274052,133.3469801
RCC1L,13.73497993,13.73457096,15.30139646,18.10790514,19.46534308,18.09979447,28.84727439,29.6499959,22.9332361,24.00811491,29.91334599,20.20408789
ENSGALG00000001175,12.36148194,17.1682137,28.05256018,18.56060277,22.90040362,13.71196551,20.91427393,10.46470444,11.46661805,20.45135715,24.75587254,18.1836791
ENSGALG00000001177,60.43391169,63.52239069,45.90418938,65.64115613,55.72431548,59.78416961,10.09654604,8.72058703,17.83696141,8.00270497,15.47242034,18.1836791
KCNJ5,45.32543377,56.65510521,43.35395664,39.38469368,46.18248064,48.26611858,53.36745762,92.43822252,44.59240353,50.68379815,43.32277695,45.45919775
NCOA6,5.493991972,3.43364274,2.550232743,4.074278656,8.015141268,6.033264823,7.211818597,5.232352218,14.01475539,11.55946273,4.125978757,3.030613183
ENSGALG00000001183,267.8321086,350.2315595,377.434446,321.8680138,378.2383332,336.7658728,320.2047457,298.2440764,310.872756,304.1027889,284.6925343,277.8062085
COQ9,225.2536709,365.6829518,334.0804894,239.9297431,202.6685721,234.2003708,239.4323774,214.5264409,234.4286357,186.7297826,159.8816769,223.2551712
NCF1,13.73497993,20.60185644,22.95209469,9.053952569,12.2135486,9.324136544,21.63545579,29.6499959,28.02951079,16.00540994,46.41726102,35.3571538
GFOD2,215.6391849,305.5942039,351.9321186,200.0923518,241.2175848,241.8790715,230.0570132,279.058785,201.3028502,223.1865497,208.3619273,185.8776086
PARD6A,10.98798394,0,10.20093097,3.621581028,3.816733937,3.839350342,7.211818597,3.488234812,7.644412033,5.335136647,4.125978757,3.030613183
PEX10,149.7112812,159.6643874,109.660008,137.6200791,117.1737319,106.953331,129.0915529,125.5764532,141.4216226,140.4919317,144.4092565,135.3673889
RABGAP1,1.373497993,3.43364274,7.65069823,5.88506917,6.106774299,4.387828962,3.605909298,6.976469624,8.918480705,7.113515529,8.251957515,6.061226366
SKI,1.373497993,1.71682137,0,2.263488142,1.526693575,2.742393101,1.442363719,0,1.274068672,1.778378882,3.094484068,2.020408789
